,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
0,-1.195844394572194,0.7873338596929299,0.008828918731164294,-2.2853283064196734,0.6473129628579185,-0.04047808680069744,-0.9745463503235279,-1.092818416263025,1.1946363606440071,0.03572138349444451,-1.0230672835481869,-1.1660579701270488,0.2184670926991467
1,-1.195844394572194,0.7873338596929299,0.008828918731164294,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.9745463503235279,-1.092818416263025,1.1946363606440071,0.03572138349444451,-1.0230672835481869,-0.7683124553128531,-0.950633315108858
2,-0.1749428331709309,0.7873338596929299,0.05238043050112978,0.02693316399239261,0.02818484316361968,-0.04047808680069744,-0.9745463503235279,-1.092818416263025,1.1946363606440071,0.03572138349444451,-1.0230672835481869,-0.7683124553128531,-0.051325309102700535
3,-0.17875419900015516,0.36497135685784343,0.037113295378817315,0.02693316399239261,0.02818484316361968,-0.04047808680069744,-0.9745463503235279,-1.092818416263025,1.1946363606440071,0.03572138349444451,-1.0230672835481869,-0.7683124553128531,0.2184670926991467
4,-0.40019937819221313,-0.902116151647416,0.2172654898221044,0.02693316399239261,0.02818484316361968,-0.04047808680069744,-0.9745463503235279,-1.092818416263025,1.1946363606440071,0.03572138349444451,-1.0230672835481869,-0.7683124553128531,1.1177750987053041
5,-0.40929497061338144,-1.0429036525924449,-0.6132666608316937,0.02693316399239261,0.02818484316361968,-0.04047808680069744,-0.3675018654285284,0.560058653839688,-1.4610752565143523,-1.716313197819042,-1.0230672835481869,0.027178574315538485,-0.950633315108858
6,0.702456983841645,-0.6205411497573583,0.4676465058280288,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.3675018654285284,0.560058653839688,-1.4610752565143523,-1.716313197819042,-1.0230672835481869,0.027178574315538485,-0.051325309102700535
7,0.67489693665242,1.7728463663081317,2.092069682842075,0.6676082626484354,-0.39699952819267564,0.34988965408596595,1.882133578594117,1.5517848959013159,-1.0184566536546256,1.4373490485452336,-1.0230672835481869,0.027178574315538485,0.2184670926991467
8,-0.009279507557038902,2.6175713719783045,0.6019972949043785,0.6676082626484354,-0.39699952819267564,0.34988965408596595,1.882133578594117,1.5517848959013159,-1.0184566536546256,1.4373490485452336,-1.0230672835481869,0.027178574315538485,1.1177750987053041
9,-0.0565387984949031,0.22418385591281462,2.724129076905811,0.6676082626484354,-0.39699952819267564,0.34988965408596595,1.882133578594117,1.5517848959013159,-1.0184566536546256,1.4373490485452336,-1.0230672835481869,0.82266960394393,-0.950633315108858
10,-1.485043275604171,-0.33896614786730067,0.27833403031135423,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.04612537342529337,0.009099630472106027,-0.010269836029704786,0.03572138349444451,-1.0230672835481869,0.82266960394393,-0.051325309102700535
11,-0.009279507557038902,0.0833963549677858,-0.5125035690244314,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.04612537342529337,0.009099630472106027,-0.010269836029704786,0.03572138349444451,-1.0230672835481869,0.82266960394393,0.2184670926991467
12,1.2296749873319297,-0.902116151647416,0.19589150065086694,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.04612537342529337,0.009099630472106027,-0.010269836029704786,0.03572138349444451,-1.0230672835481869,0.82266960394393,1.1177750987053041
13,0.00758844773770008,0.7873338596929299,-1.3247151575314544,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.9745463503235279,-1.092818416263025,1.1946363606440071,0.03572138349444451,-1.0230672835481869,1.2204151187581258,-0.950633315108858
14,0.702456983841645,-1.3244786544825025,-1.291127460262367,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.9745463503235279,-1.092818416263025,1.1946363606440071,0.03572138349444451,-1.0230672835481869,1.2204151187581258,-0.051325309102700535
15,1.4132901920552345,-0.33896614786730067,-0.7018160445411059,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.3675018654285284,0.560058653839688,-1.4610752565143523,-1.716313197819042,-1.0230672835481869,1.2204151187581258,0.2184670926991467
16,2.1999269933207533,-1.1836911535374737,-0.5979995257093812,0.6676082626484354,-0.39699952819267564,0.34988965408596595,-0.3675018654285284,0.560058653839688,-1.4610752565143523,-1.716313197819042,-1.0230672835481869,1.2204151187581258,1.1177750987053041
17,-0.0565387984949031,0.36497135685784343,-1.6208975789043163,0.02693316399239261,0.02818484316361968,-0.04047808680069744,1.882133578594117,1.5517848959013159,-1.0184566536546256,1.4373490485452336,0.9774528186766117,-1.1660579701270488,-0.950633315108858
18,-1.485043275604171,-0.7613286507023871,-0.8544873957642306,0.02693316399239261,0.02818484316361968,-0.04047808680069744,-0.04612537342529337,0.009099630472106027,-0.010269836029704786,0.03572138349444451,0.9774528186766117,-1.1660579701270488,-0.051325309102700535
